,0GtC,,,1280GtC,,,2560GtC,,,3840GtC,,,5120GtC,,
Year (AD),SAT (°C),Emissions (GtC/yr),pCO2 (ppm),SAT (°C),Emissions (GtC/yr),pCO2 (ppm),SAT (°C),Emissions (GtC/yr),pCO2 (ppm),SAT (°C),Emissions (GtC/yr),pCO2 (ppm),SAT (°C),Emissions (GtC/yr),pCO2 (ppm)
4732.5,14.206,0.000,322.275,16.676,0.000,502.527,18.797,0.000,775.677,20.490,0.000,1141.653,21.822,0.000,1581.781
4733.5,14.205,0.000,322.346,16.673,0.000,502.610,18.800,0.000,775.758,20.485,0.000,1141.701,21.821,0.000,1581.823
4734.5,14.196,0.000,322.366,16.666,0.000,502.640,18.796,0.000,775.788,20.482,0.000,1141.674,21.816,0.000,1581.792
4735.5,14.194,0.000,322.356,16.662,0.000,502.627,18.788,0.000,775.766,20.481,0.000,1141.623,21.810,0.000,1581.698
4736.5,14.183,0.000,322.320,16.657,0.000,502.576,18.782,0.000,775.690,20.476,0.000,1141.548,21.805,0.000,1581.552
4737.5,14.180,0.000,322.271,16.653,0.000,502.509,18.779,0.000,775.594,20.468,0.000,1141.428,21.800,0.000,1581.376
4738.5,14.177,0.000,322.210,16.651,0.000,502.423,18.774,0.000,775.481,20.461,0.000,1141.260,21.797,0.000,1581.183
4739.5,14.170,0.000,322.142,16.646,0.000,502.336,18.767,0.000,775.341,20.459,0.000,1141.073,21.793,0.000,1580.977
4740.5,14.171,0.000,322.078,16.644,0.000,502.247,18.764,0.000,775.190,20.462,0.000,1140.903,21.791,0.000,1580.756
4741.5,14.170,0.000,322.035,16.646,0.000,502.191,18.767,0.000,775.074,20.466,0.000,1140.789,21.794,0.000,1580.577
4742.5,14.185,0.000,322.037,16.651,0.000,502.192,18.776,0.000,775.020,20.469,0.000,1140.736,21.802,0.000,1580.472
4743.5,14.198,0.000,322.091,16.662,0.000,502.243,18.785,0.000,775.052,20.475,0.000,1140.741,21.810,0.000,1580.456
4744.5,14.202,0.000,322.173,16.669,0.000,502.331,18.790,0.000,775.130,20.484,0.000,1140.797,21.816,0.000,1580.500
4745.5,14.208,0.000,322.259,16.673,0.000,502.432,18.794,0.000,775.210,20.493,0.000,1140.893,21.820,0.000,1580.559
4746.5,14.210,0.000,322.334,16.670,0.000,502.518,18.794,0.000,775.282,20.490,0.000,1140.982,21.817,0.000,1580.596
4747.5,14.203,0.000,322.369,16.667,0.000,502.544,18.791,0.000,775.302,20.481,0.000,1140.983,21.812,0.000,1580.564
4748.5,14.194,0.000,322.365,16.662,0.000,502.529,18.782,0.000,775.269,20.472,0.000,1140.908,21.807,0.000,1580.472
4749.5,14.189,0.000,322.331,16.656,0.000,502.483,18.776,0.000,775.180,20.470,0.000,1140.789,21.803,0.000,1580.332
4750.5,14.191,0.000,322.295,16.652,0.000,502.412,18.774,0.000,775.075,20.470,0.000,1140.670,21.798,0.000,1580.167
4751.5,14.188,0.000,322.256,16.647,0.000,502.327,18.772,0.000,774.962,20.465,0.000,1140.533,21.794,0.000,1579.972
4752.5,14.183,0.000,322.214,16.643,0.000,502.232,18.764,0.000,774.831,20.457,0.000,1140.352,21.790,0.000,1579.759
4753.5,14.183,0.000,322.170,16.642,0.000,502.143,18.760,0.000,774.685,20.453,0.000,1140.151,21.789,0.000,1579.542
4754.5,14.190,0.000,322.146,16.645,0.000,502.089,18.769,0.000,774.578,20.459,0.000,1139.990,21.792,0.000,1579.362
4755.5,14.200,0.000,322.170,16.652,0.000,502.085,18.777,0.000,774.558,20.470,0.000,1139.933,21.799,0.000,1579.260
4756.5,14.206,0.000,322.231,16.661,0.000,502.132,18.784,0.000,774.599,20.478,0.000,1139.962,21.808,0.000,1579.244
4757.5,14.213,0.000,322.320,16.667,0.000,502.227,18.788,0.000,774.677,20.480,0.000,1140.029,21.815,0.000,1579.294
4758.5,14.216,0.000,322.406,16.671,0.000,502.329,18.795,0.000,774.770,20.482,0.000,1140.083,21.819,0.000,1579.362
4759.5,14.212,0.000,322.478,16.670,0.000,502.421,18.795,0.000,774.859,20.483,0.000,1140.129,21.817,0.000,1579.416
4760.5,14.203,0.000,322.496,16.665,0.000,502.450,18.787,0.000,774.880,20.482,0.000,1140.137,21.812,0.000,1579.393
4761.5,14.195,0.000,322.474,16.661,0.000,502.437,18.780,0.000,774.843,20.475,0.000,1140.102,21.807,0.000,1579.304
4762.5,14.188,0.000,322.425,16.655,0.000,502.388,18.779,0.000,774.767,20.466,0.000,1140.002,21.802,0.000,1579.174
4763.5,14.178,0.000,322.359,16.650,0.000,502.323,18.775,0.000,774.681,20.459,0.000,1139.842,21.797,0.000,1579.008
4764.5,14.175,0.000,322.283,16.644,0.000,502.241,18.769,0.000,774.572,20.458,0.000,1139.654,21.793,0.000,1578.811
4765.5,14.173,0.000,322.203,16.640,0.000,502.151,18.763,0.000,774.438,20.458,0.000,1139.487,21.789,0.000,1578.589
4766.5,14.168,0.000,322.124,16.636,0.000,502.060,18.765,0.000,774.305,20.455,0.000,1139.332,21.788,0.000,1578.374
4767.5,14.175,0.000,322.077,16.641,0.000,501.996,18.770,0.000,774.224,20.456,0.000,1139.201,21.791,0.000,1578.198
4768.5,14.180,0.000,322.079,16.649,0.000,501.986,18.774,0.000,774.203,20.460,0.000,1139.114,21.798,0.000,1578.103
4769.5,14.193,0.000,322.125,16.657,0.000,502.035,18.782,0.000,774.239,20.471,0.000,1139.103,21.807,0.000,1578.088
4770.5,14.202,0.000,322.202,16.664,0.000,502.123,18.791,0.000,774.322,20.482,0.000,1139.171,21.812,0.000,1578.135
4771.5,14.203,0.000,322.283,16.670,0.000,502.221,18.796,0.000,774.432,20.485,0.000,1139.276,21.817,0.000,1578.197
4772.5,14.201,0.000,322.352,16.667,0.000,502.305,18.791,0.000,774.509,20.480,0.000,1139.353,21.814,0.000,1578.246
4773.5,14.202,0.000,322.380,16.662,0.000,502.329,18.787,0.000,774.523,20.472,0.000,1139.335,21.809,0.000,1578.215
4774.5,14.196,0.000,322.383,16.658,0.000,502.310,18.782,0.000,774.490,20.468,0.000,1139.260,21.803,0.000,1578.128
4775.5,14.190,0.000,322.363,16.654,0.000,502.263,18.775,0.000,774.420,20.468,0.000,1139.158,21.798,0.000,1577.988
4776.5,14.185,0.000,322.323,16.647,0.000,502.204,18.769,0.000,774.314,20.462,0.000,1139.040,21.793,0.000,1577.806
4777.5,14.183,0.000,322.277,16.644,0.000,502.125,18.768,0.000,774.193,20.455,0.000,1138.885,21.790,0.000,1577.606
4778.5,14.175,0.000,322.217,16.639,0.000,502.037,18.764,0.000,774.071,20.449,0.000,1138.700,21.786,0.000,1577.395
4779.5,14.174,0.000,322.153,16.638,0.000,501.946,18.760,0.000,773.935,20.449,0.000,1138.510,21.784,0.000,1577.179
4780.5,14.180,0.000,322.119,16.643,0.000,501.891,18.762,0.000,773.822,20.458,0.000,1138.380,21.788,0.000,1577.005
4781.5,14.189,0.000,322.131,16.650,0.000,501.890,18.773,0.000,773.785,20.464,0.000,1138.336,21.796,0.000,1576.910
4782.5,14.199,0.000,322.186,16.658,0.000,501.947,18.782,0.000,773.833,20.470,0.000,1138.348,21.805,0.000,1576.899
4783.5,14.206,0.000,322.265,16.665,0.000,502.047,18.785,0.000,773.918,20.472,0.000,1138.398,21.812,0.000,1576.951
4784.5,14.212,0.000,322.345,16.670,0.000,502.149,18.788,0.000,773.996,20.480,0.000,1138.471,21.816,0.000,1577.024
4785.5,14.210,0.000,322.417,16.668,0.000,502.237,18.790,0.000,774.065,20.483,0.000,1138.559,21.813,0.000,1577.080
4786.5,14.203,0.000,322.448,16.662,0.000,502.259,18.786,0.000,774.089,20.476,0.000,1138.589,21.808,0.000,1577.062
4787.5,14.197,0.000,322.439,16.657,0.000,502.242,18.776,0.000,774.056,20.467,0.000,1138.533,21.803,0.000,1576.982
4788.5,14.193,0.000,322.410,16.653,0.000,502.192,18.770,0.000,773.968,20.459,0.000,1138.404,21.798,0.000,1576.847
4789.5,14.184,0.000,322.359,16.645,0.000,502.129,18.769,0.000,773.864,20.457,0.000,1138.252,21.794,0.000,1576.678
4790.5,14.184,0.000,322.300,16.640,0.000,502.045,18.765,0.000,773.759,20.458,0.000,1138.108,21.789,0.000,1576.485
4791.5,14.174,0.000,322.234,16.638,0.000,501.947,18.759,0.000,773.633,20.453,0.000,1137.964,21.785,0.000,1576.270
4792.5,14.173,0.000,322.171,16.638,0.000,501.848,18.757,0.000,773.493,20.448,0.000,1137.793,21.784,0.000,1576.057
4793.5,14.174,0.000,322.130,16.643,0.000,501.792,18.762,0.000,773.391,20.449,0.000,1137.632,21.787,0.000,1575.882
4794.5,14.182,0.000,322.132,16.651,0.000,501.799,18.768,0.000,773.361,20.458,0.000,1137.542,21.794,0.000,1575.782
4795.5,14.195,0.000,322.174,16.661,0.000,501.867,18.775,0.000,773.391,20.472,0.000,1137.557,21.802,0.000,1575.762
4796.5,14.203,0.000,322.249,16.665,0.000,501.960,18.781,0.000,773.464,20.476,0.000,1137.647,21.808,0.000,1575.802
4797.5,14.210,0.000,322.332,16.668,0.000,502.054,18.787,0.000,773.554,20.477,0.000,1137.738,21.812,0.000,1575.863
4798.5,14.205,0.000,322.402,16.667,0.000,502.131,18.783,0.000,773.629,20.473,0.000,1137.786,21.811,0.000,1575.913
4799.5,14.199,0.000,322.426,16.662,0.000,502.157,18.778,0.000,773.633,20.470,0.000,1137.763,21.805,0.000,1575.886
4800.5,14.192,0.000,322.419,16.655,0.000,502.139,18.772,0.000,773.592,20.469,0.000,1137.705,21.800,0.000,1575.795
4801.5,14.189,0.000,322.382,16.650,0.000,502.087,18.765,0.000,773.509,20.463,0.000,1137.618,21.795,0.000,1575.651
4802.5,14.185,0.000,322.338,16.646,0.000,502.014,18.760,0.000,773.395,20.455,0.000,1137.492,21.790,0.000,1575.478
4803.5,14.177,0.000,322.282,16.642,0.000,501.930,18.755,0.000,773.263,20.447,0.000,1137.323,21.787,0.000,1575.281
4804.5,14.175,0.000,322.216,16.639,0.000,501.831,18.751,0.000,773.112,20.447,0.000,1137.130,21.783,0.000,1575.071
4805.5,14.174,0.000,322.151,16.638,0.000,501.737,18.748,0.000,772.959,20.450,0.000,1136.960,21.782,0.000,1574.854
4806.5,14.178,0.000,322.119,16.640,0.000,501.676,18.753,0.000,772.839,20.452,0.000,1136.836,21.786,0.000,1574.679
4807.5,14.186,0.000,322.125,16.647,0.000,501.674,18.760,0.000,772.802,20.456,0.000,1136.775,21.793,0.000,1574.587
4808.5,14.196,0.000,322.181,16.656,0.000,501.726,18.768,0.000,772.831,20.462,0.000,1136.768,21.802,0.000,1574.577
4809.5,14.202,0.000,322.259,16.663,0.000,501.818,18.775,0.000,772.907,20.470,0.000,1136.825,21.808,0.000,1574.623
4810.5,14.211,0.000,322.346,16.668,0.000,501.918,18.779,0.000,772.997,20.480,0.000,1136.924,21.812,0.000,1574.697
4811.5,14.206,0.000,322.418,16.664,0.000,502.005,18.776,0.000,773.068,20.476,0.000,1137.013,21.810,0.000,1574.753
4812.5,14.209,0.000,322.457,16.660,0.000,502.034,18.774,0.000,773.081,20.468,0.000,1137.010,21.805,0.000,1574.736
4813.5,14.205,0.000,322.467,16.653,0.000,502.019,18.769,0.000,773.062,20.459,0.000,1136.928,21.799,0.000,1574.647
4814.5,14.204,0.000,322.457,16.649,0.000,501.967,18.762,0.000,772.991,20.458,0.000,1136.810,21.794,0.000,1574.514
4815.5,14.197,0.000,322.435,16.644,0.000,501.899,18.756,0.000,772.886,20.457,0.000,1136.695,21.789,0.000,1574.347
4816.5,14.197,0.000,322.400,16.641,0.000,501.809,18.755,0.000,772.762,20.451,0.000,1136.564,21.786,0.000,1574.158
4817.5,14.186,0.000,322.350,16.637,0.000,501.717,18.752,0.000,772.642,20.444,0.000,1136.391,21.782,0.000,1573.953
4818.5,14.184,0.000,322.293,16.636,0.000,501.628,18.747,0.000,772.513,20.440,0.000,1136.190,21.781,0.000,1573.740
4819.5,14.178,0.000,322.253,16.641,0.000,501.580,18.749,0.000,772.407,20.447,0.000,1136.035,21.784,0.000,1573.569
4820.5,14.190,0.000,322.252,16.648,0.000,501.586,18.760,0.000,772.371,20.458,0.000,1135.988,21.791,0.000,1573.478
4821.5,14.198,0.000,322.294,16.655,0.000,501.639,18.771,0.000,772.424,20.466,0.000,1136.030,21.800,0.000,1573.462
4822.5,14.206,0.000,322.367,16.659,0.000,501.726,18.775,0.000,772.524,20.469,0.000,1136.107,21.806,0.000,1573.519
4823.5,14.210,0.000,322.441,16.664,0.000,501.818,18.777,0.000,772.620,20.470,0.000,1136.169,21.810,0.000,1573.593
4824.5,14.208,0.000,322.509,16.662,0.000,501.896,18.779,0.000,772.703,20.471,0.000,1136.211,21.808,0.000,1573.651
4825.5,14.206,0.000,322.535,16.660,0.000,501.926,18.775,0.000,772.737,20.470,0.000,1136.217,21.803,0.000,1573.629
4826.5,14.198,0.000,322.526,16.654,0.000,501.914,18.766,0.000,772.716,20.464,0.000,1136.192,21.798,0.000,1573.547
4827.5,14.192,0.000,322.490,16.650,0.000,501.866,18.760,0.000,772.636,20.456,0.000,1136.098,21.793,0.000,1573.413
4828.5,14.186,0.000,322.440,16.643,0.000,501.796,18.757,0.000,772.533,20.448,0.000,1135.952,21.788,0.000,1573.242
4829.5,14.183,0.000,322.382,16.638,0.000,501.712,18.755,0.000,772.426,20.447,0.000,1135.776,21.784,0.000,1573.042
4830.5,14.180,0.000,322.326,16.633,0.000,501.619,18.748,0.000,772.307,20.447,0.000,1135.608,21.781,0.000,1572.830
4831.5,14.176,0.000,322.264,16.631,0.000,501.526,18.743,0.000,772.166,20.444,0.000,1135.452,21.779,0.000,1572.615
4832.5,14.185,0.000,322.232,16.636,0.000,501.468,18.750,0.000,772.057,20.444,0.000,1135.325,21.782,0.000,1572.437
4833.5,14.190,0.000,322.246,16.643,0.000,501.463,18.758,0.000,772.036,20.448,0.000,1135.248,21.789,0.000,1572.335
4834.5,14.201,0.000,322.302,16.651,0.000,501.512,18.765,0.000,772.077,20.460,0.000,1135.242,21.798,0.000,1572.316
4835.5,14.208,0.000,322.383,16.659,0.000,501.599,18.769,0.000,772.156,20.470,0.000,1135.317,21.804,0.000,1572.365
4836.5,14.214,0.000,322.471,16.665,0.000,501.698,18.777,0.000,772.246,20.474,0.000,1135.419,21.808,0.000,1572.434
4837.5,14.210,0.000,322.546,16.663,0.000,501.790,18.776,0.000,772.341,20.469,0.000,1135.496,21.806,0.000,1572.485
4838.5,14.207,0.000,322.578,16.657,0.000,501.823,18.769,0.000,772.362,20.461,0.000,1135.488,21.801,0.000,1572.456
4839.5,14.198,0.000,322.574,16.651,0.000,501.811,18.762,0.000,772.318,20.458,0.000,1135.422,21.796,0.000,1572.374
4840.5,14.193,0.000,322.543,16.645,0.000,501.758,18.760,0.000,772.238,20.458,0.000,1135.337,21.791,0.000,1572.240
4841.5,14.191,0.000,322.496,16.640,0.000,501.685,18.757,0.000,772.152,20.452,0.000,1135.226,21.785,0.000,1572.070
4842.5,14.185,0.000,322.441,16.637,0.000,501.604,18.750,0.000,772.039,20.445,0.000,1135.073,21.782,0.000,1571.875
4843.5,14.184,0.000,322.380,16.633,0.000,501.518,18.745,0.000,771.907,20.437,0.000,1134.884,21.778,0.000,1571.664
4844.5,14.182,0.000,322.321,16.631,0.000,501.429,18.747,0.000,771.777,20.438,0.000,1134.694,21.777,0.000,1571.447
4845.5,14.186,0.000,322.288,16.634,0.000,501.372,18.751,0.000,771.697,20.446,0.000,1134.567,21.780,0.000,1571.273
4846.5,14.194,0.000,322.293,16.641,0.000,501.369,18.755,0.000,771.672,20.453,0.000,1134.528,21.788,0.000,1571.180
4847.5,14.208,0.000,322.342,16.650,0.000,501.424,18.763,0.000,771.707,20.459,0.000,1134.546,21.796,0.000,1571.176
4848.5,14.212,0.000,322.421,16.658,0.000,501.519,18.772,0.000,771.789,20.461,0.000,1134.585,21.802,0.000,1571.225
4849.5,14.218,0.000,322.504,16.661,0.000,501.623,18.777,0.000,771.897,20.469,0.000,1134.649,21.806,0.000,1571.291
4850.5,14.215,0.000,322.572,16.659,0.000,501.711,18.772,0.000,771.981,20.471,0.000,1134.733,21.804,0.000,1571.338
4851.5,14.213,0.000,322.599,16.654,0.000,501.736,18.767,0.000,771.991,20.465,0.000,1134.762,21.799,0.000,1571.320
4852.5,14.203,0.000,322.596,16.650,0.000,501.716,18.764,0.000,771.957,20.456,0.000,1134.714,21.793,0.000,1571.240
4853.5,14.201,0.000,322.568,16.645,0.000,501.668,18.759,0.000,771.891,20.448,0.000,1134.589,21.789,0.000,1571.103
4854.5,14.189,0.000,322.525,16.639,0.000,501.605,18.753,0.000,771.798,20.446,0.000,1134.435,21.784,0.000,1570.930
4855.5,14.187,0.000,322.464,16.633,0.000,501.523,18.749,0.000,771.683,20.446,0.000,1134.290,21.780,0.000,1570.733
4856.5,14.186,0.000,322.398,16.630,0.000,501.429,18.744,0.000,771.555,20.441,0.000,1134.143,21.776,0.000,1570.515
4857.5,14.184,0.000,322.335,16.630,0.000,501.335,18.741,0.000,771.416,20.437,0.000,1133.979,21.775,0.000,1570.298
4858.5,14.186,0.000,322.300,16.635,0.000,501.280,18.744,0.000,771.311,20.437,0.000,1133.825,21.780,0.000,1570.127
4859.5,14.195,0.000,322.304,16.643,0.000,501.289,18.751,0.000,771.271,20.447,0.000,1133.736,21.786,0.000,1570.041
4860.5,14.204,0.000,322.354,16.652,0.000,501.349,18.760,0.000,771.303,20.460,0.000,1133.747,21.794,0.000,1570.029
4861.5,14.211,0.000,322.429,16.658,0.000,501.447,18.765,0.000,771.377,20.466,0.000,1133.835,21.801,0.000,1570.078
4862.5,14.216,0.000,322.507,16.663,0.000,501.552,18.772,0.000,771.464,20.466,0.000,1133.930,21.805,0.000,1570.144
4863.5,14.216,0.000,322.574,16.662,0.000,501.639,18.771,0.000,771.555,20.460,0.000,1133.983,21.803,0.000,1570.199
4864.5,14.209,0.000,322.603,16.656,0.000,501.670,18.764,0.000,771.575,20.458,0.000,1133.963,21.798,0.000,1570.179
4865.5,14.205,0.000,322.598,16.651,0.000,501.659,18.756,0.000,771.532,20.457,0.000,1133.912,21.792,0.000,1570.098
4866.5,14.199,0.000,322.568,16.644,0.000,501.610,18.755,0.000,771.448,20.452,0.000,1133.825,21.788,0.000,1569.966
4867.5,14.194,0.000,322.527,16.638,0.000,501.547,18.752,0.000,771.366,20.443,0.000,1133.697,21.783,0.000,1569.799
4868.5,14.189,0.000,322.472,16.635,0.000,501.465,18.743,0.000,771.257,20.436,0.000,1133.529,21.779,0.000,1569.605
4869.5,14.184,0.000,322.407,16.632,0.000,501.372,18.738,0.000,771.115,20.434,0.000,1133.343,21.775,0.000,1569.392
4870.5,14.186,0.000,322.344,16.630,0.000,501.277,18.740,0.000,770.978,20.437,0.000,1133.172,21.773,0.000,1569.176
4871.5,14.190,0.000,322.313,16.635,0.000,501.219,18.746,0.000,770.894,20.441,0.000,1133.054,21.776,0.000,1568.999
4872.5,14.202,0.000,322.325,16.643,0.000,501.221,18.750,0.000,770.879,20.445,0.000,1132.992,21.784,0.000,1568.899
4873.5,14.208,0.000,322.376,16.650,0.000,501.283,18.758,0.000,770.919,20.451,0.000,1132.988,21.792,0.000,1568.881
4874.5,14.217,0.000,322.454,16.654,0.000,501.376,18.767,0.000,771.008,20.459,0.000,1133.047,21.798,0.000,1568.924
4875.5,14.217,0.000,322.533,16.659,0.000,501.468,18.774,0.000,771.123,20.467,0.000,1133.143,21.802,0.000,1568.984
4876.5,14.220,0.000,322.599,16.659,0.000,501.547,18.768,0.000,771.220,20.465,0.000,1133.242,21.801,0.000,1569.043
4877.5,14.215,0.000,322.630,16.653,0.000,501.579,18.762,0.000,771.237,20.456,0.000,1133.249,21.796,0.000,1569.031
4878.5,14.207,0.000,322.626,16.648,0.000,501.566,18.760,0.000,771.212,20.448,0.000,1133.166,21.790,0.000,1568.950
4879.5,14.201,0.000,322.590,16.644,0.000,501.520,18.756,0.000,771.158,20.445,0.000,1133.044,21.785,0.000,1568.820
4880.5,14.201,0.000,322.548,16.638,0.000,501.457,18.748,0.000,771.070,20.444,0.000,1132.926,21.781,0.000,1568.657
4881.5,14.191,0.000,322.497,16.635,0.000,501.375,18.742,0.000,770.946,20.440,0.000,1132.798,21.777,0.000,1568.465
4882.5,14.190,0.000,322.438,16.629,0.000,501.284,18.741,0.000,770.809,20.433,0.000,1132.633,21.774,0.000,1568.265
4883.5,14.185,0.000,322.376,16.628,0.000,501.193,18.740,0.000,770.685,20.428,0.000,1132.434,21.772,0.000,1568.058
4884.5,14.192,0.000,322.342,16.633,0.000,501.142,18.741,0.000,770.594,20.435,0.000,1132.266,21.776,0.000,1567.882
4885.5,14.195,0.000,322.349,16.640,0.000,501.144,18.746,0.000,770.561,20.446,0.000,1132.207,21.783,0.000,1567.788
4886.5,14.208,0.000,322.395,16.649,0.000,501.202,18.757,0.000,770.594,20.454,0.000,1132.244,21.792,0.000,1567.774
4887.5,14.216,0.000,322.473,16.656,0.000,501.295,18.764,0.000,770.688,20.456,0.000,1132.322,21.797,0.000,1567.823
4888.5,14.217,0.000,322.557,16.660,0.000,501.389,18.765,0.000,770.779,20.457,0.000,1132.387,21.801,0.000,1567.892
4889.5,14.215,0.000,322.622,16.657,0.000,501.467,18.764,0.000,770.850,20.458,0.000,1132.435,21.799,0.000,1567.947
4890.5,14.209,0.000,322.642,16.651,0.000,501.494,18.762,0.000,770.866,20.458,0.000,1132.431,21.794,0.000,1567.929
4891.5,14.206,0.000,322.635,16.646,0.000,501.475,18.756,0.000,770.851,20.451,0.000,1132.393,21.788,0.000,1567.849
4892.5,14.196,0.000,322.600,16.641,0.000,501.427,18.749,0.000,770.779,20.443,0.000,1132.295,21.784,0.000,1567.719
4893.5,14.193,0.000,322.549,16.637,0.000,501.354,18.746,0.000,770.682,20.435,0.000,1132.153,21.778,0.000,1567.549
4894.5,14.191,0.000,322.491,16.633,0.000,501.267,18.742,0.000,770.569,20.433,0.000,1131.975,21.775,0.000,1567.351
4895.5,14.183,0.000,322.431,16.630,0.000,501.174,18.736,0.000,770.443,20.434,0.000,1131.806,21.771,0.000,1567.143
4896.5,14.183,0.000,322.369,16.626,0.000,501.086,18.734,0.000,770.302,20.432,0.000,1131.645,21.770,0.000,1566.927
4897.5,14.187,0.000,322.331,16.631,0.000,501.027,18.740,0.000,770.206,20.433,0.000,1131.517,21.774,0.000,1566.759
4898.5,14.196,0.000,322.335,16.637,0.000,501.025,18.747,0.000,770.193,20.437,0.000,1131.442,21.780,0.000,1566.665
4899.5,14.203,0.000,322.377,16.647,0.000,501.074,18.753,0.000,770.231,20.449,0.000,1131.448,21.789,0.000,1566.650
4900.5,14.213,0.000,322.453,16.654,0.000,501.161,18.757,0.000,770.305,20.459,0.000,1131.534,21.795,0.000,1566.699
4901.5,14.216,0.000,322.534,16.657,0.000,501.255,18.765,0.000,770.392,20.462,0.000,1131.641,21.799,0.000,1566.776
4902.5,14.214,0.000,322.604,16.656,0.000,501.336,18.765,0.000,770.486,20.457,0.000,1131.708,21.797,0.000,1566.830
4903.5,14.206,0.000,322.624,16.651,0.000,501.362,18.757,0.000,770.512,20.448,0.000,1131.686,21.791,0.000,1566.811
4904.5,14.203,0.000,322.615,16.645,0.000,501.346,18.750,0.000,770.470,20.446,0.000,1131.617,21.786,0.000,1566.728
4905.5,14.194,0.000,322.580,16.639,0.000,501.293,18.749,0.000,770.397,20.445,0.000,1131.531,21.781,0.000,1566.587
4906.5,14.193,0.000,322.530,16.635,0.000,501.219,18.745,0.000,770.311,20.439,0.000,1131.424,21.777,0.000,1566.424
4907.5,14.187,0.000,322.474,16.632,0.000,501.136,18.738,0.000,770.200,20.431,0.000,1131.272,21.773,0.000,1566.233
4908.5,14.188,0.000,322.415,16.629,0.000,501.046,18.731,0.000,770.064,20.424,0.000,1131.071,21.769,0.000,1566.024
4909.5,14.185,0.000,322.355,16.626,0.000,500.962,18.734,0.000,769.928,20.426,0.000,1130.877,21.768,0.000,1565.804
4910.5,14.190,0.000,322.324,16.630,0.000,500.906,18.739,0.000,769.847,20.433,0.000,1130.757,21.771,0.000,1565.633
4911.5,14.194,0.000,322.335,16.636,0.000,500.902,18.743,0.000,769.828,20.439,0.000,1130.720,21.778,0.000,1565.537
4912.5,14.208,0.000,322.388,16.646,0.000,500.948,18.751,0.000,769.861,20.444,0.000,1130.736,21.787,0.000,1565.532
4913.5,14.211,0.000,322.469,16.651,0.000,501.032,18.760,0.000,769.957,20.447,0.000,1130.777,21.793,0.000,1565.584
4914.5,14.214,0.000,322.546,16.656,0.000,501.123,18.765,0.000,770.074,20.455,0.000,1130.830,21.797,0.000,1565.650
4915.5,14.212,0.000,322.611,16.655,0.000,501.203,18.761,0.000,770.164,20.457,0.000,1130.904,21.795,0.000,1565.709
4916.5,14.204,0.000,322.628,16.650,0.000,501.228,18.754,0.000,770.181,20.451,0.000,1130.924,21.790,0.000,1565.691
4917.5,14.201,0.000,322.616,16.643,0.000,501.209,18.750,0.000,770.145,20.442,0.000,1130.878,21.785,0.000,1565.613
4918.5,14.196,0.000,322.582,16.637,0.000,501.149,18.744,0.000,770.068,20.434,0.000,1130.752,21.780,0.000,1565.488
4919.5,14.192,0.000,322.539,16.632,0.000,501.076,18.738,0.000,769.960,20.432,0.000,1130.596,21.775,0.000,1565.330
4920.5,14.183,0.000,322.482,16.629,0.000,500.989,18.736,0.000,769.838,20.433,0.000,1130.438,21.771,0.000,1565.138
4921.5,14.185,0.000,322.418,16.626,0.000,500.897,18.731,0.000,769.716,20.428,0.000,1130.291,21.767,0.000,1564.925
4922.5,14.182,0.000,322.355,16.624,0.000,500.808,18.727,0.000,769.584,20.423,0.000,1130.127,21.765,0.000,1564.712
4923.5,14.188,0.000,322.324,16.628,0.000,500.746,18.729,0.000,769.477,20.424,0.000,1129.979,21.769,0.000,1564.538
4924.5,14.196,0.000,322.337,16.636,0.000,500.741,18.738,0.000,769.432,20.434,0.000,1129.897,21.776,0.000,1564.443
4925.5,14.205,0.000,322.392,16.645,0.000,500.788,18.747,0.000,769.466,20.448,0.000,1129.916,21.785,0.000,1564.440
4926.5,14.211,0.000,322.471,16.651,0.000,500.883,18.752,0.000,769.541,20.453,0.000,1130.004,21.790,0.000,1564.494
4927.5,14.214,0.000,322.551,16.655,0.000,500.982,18.758,0.000,769.637,20.454,0.000,1130.096,21.794,0.000,1564.559
4928.5,14.215,0.000,322.619,16.654,0.000,501.066,18.756,0.000,769.720,20.449,0.000,1130.153,21.792,0.000,1564.611
4929.5,14.210,0.000,322.651,16.651,0.000,501.093,18.750,0.000,769.738,20.447,0.000,1130.144,21.787,0.000,1564.589
4930.5,14.203,0.000,322.651,16.644,0.000,501.077,18.743,0.000,769.696,20.446,0.000,1130.106,21.782,0.000,1564.515
4931.5,14.199,0.000,322.621,16.638,0.000,501.026,18.740,0.000,769.624,20.440,0.000,1130.028,21.778,0.000,1564.395
4932.5,14.196,0.000,322.580,16.635,0.000,500.960,18.735,0.000,769.533,20.432,0.000,1129.900,21.773,0.000,1564.242
4933.5,14.192,0.000,322.533,16.631,0.000,500.885,18.729,0.000,769.417,20.425,0.000,1129.729,21.769,0.000,1564.056
4934.5,14.184,0.000,322.473,16.624,0.000,500.803,18.723,0.000,769.277,20.423,0.000,1129.548,21.766,0.000,1563.854
4935.5,14.182,0.000,322.407,16.622,0.000,500.707,18.724,0.000,769.139,20.426,0.000,1129.389,21.765,0.000,1563.645
4936.5,14.187,0.000,322.366,16.627,0.000,500.641,18.727,0.000,769.041,20.429,0.000,1129.277,21.768,0.000,1563.485
4937.5,14.198,0.000,322.373,16.635,0.000,500.639,18.732,0.000,769.003,20.432,0.000,1129.211,21.775,0.000,1563.399
