,0GtC,,,1280GtC,,,2560GtC,,,3840GtC,,,5120GtC,,
Year (AD),SAT (°C),Emissions (GtC/yr),pCO2 (ppm),SAT (°C),Emissions (GtC/yr),pCO2 (ppm),SAT (°C),Emissions (GtC/yr),pCO2 (ppm),SAT (°C),Emissions (GtC/yr),pCO2 (ppm),SAT (°C),Emissions (GtC/yr),pCO2 (ppm)
10552.5,14.201,0.000,324.908,16.280,0.000,474.093,18.157,0.000,692.856,19.772,0.000,981.757,21.116,0.000,1333.614
10553.5,14.207,0.000,324.897,16.284,0.000,474.095,18.165,0.000,692.841,19.778,0.000,981.735,21.123,0.000,1333.583
10554.5,14.221,0.000,324.932,16.297,0.000,474.156,18.174,0.000,692.895,19.791,0.000,981.789,21.132,0.000,1333.624
10555.5,14.224,0.000,324.994,16.303,0.000,474.256,18.180,0.000,692.994,19.798,0.000,981.909,21.138,0.000,1333.728
10556.5,14.231,0.000,325.061,16.307,0.000,474.361,18.185,0.000,693.102,19.799,0.000,982.038,21.142,0.000,1333.849
10557.5,14.228,0.000,325.117,16.304,0.000,474.445,18.183,0.000,693.194,19.795,0.000,982.134,21.140,0.000,1333.961
10558.5,14.219,0.000,325.131,16.300,0.000,474.474,18.177,0.000,693.222,19.795,0.000,982.167,21.136,0.000,1334.000
10559.5,14.212,0.000,325.110,16.293,0.000,474.461,18.172,0.000,693.201,19.791,0.000,982.170,21.130,0.000,1333.979
10560.5,14.202,0.000,325.060,16.288,0.000,474.418,18.166,0.000,693.148,19.783,0.000,982.118,21.125,0.000,1333.908
10561.5,14.194,0.000,324.990,16.282,0.000,474.352,18.161,0.000,693.073,19.776,0.000,982.018,21.120,0.000,1333.809
10562.5,14.188,0.000,324.906,16.278,0.000,474.270,18.157,0.000,692.979,19.775,0.000,981.902,21.116,0.000,1333.687
10563.5,14.186,0.000,324.822,16.274,0.000,474.178,18.153,0.000,692.869,19.775,0.000,981.800,21.112,0.000,1333.548
10564.5,14.184,0.000,324.742,16.272,0.000,474.083,18.151,0.000,692.753,19.771,0.000,981.695,21.111,0.000,1333.399
10565.5,14.191,0.000,324.701,16.276,0.000,474.023,18.155,0.000,692.677,19.772,0.000,981.608,21.114,0.000,1333.289
10566.5,14.202,0.000,324.708,16.284,0.000,474.025,18.164,0.000,692.675,19.778,0.000,981.586,21.121,0.000,1333.252
10567.5,14.214,0.000,324.761,16.294,0.000,474.084,18.172,0.000,692.737,19.790,0.000,981.636,21.130,0.000,1333.295
10568.5,14.219,0.000,324.839,16.300,0.000,474.180,18.178,0.000,692.837,19.796,0.000,981.753,21.137,0.000,1333.401
10569.5,14.222,0.000,324.917,16.304,0.000,474.276,18.183,0.000,692.945,19.797,0.000,981.874,21.141,0.000,1333.521
10570.5,14.222,0.000,324.986,16.304,0.000,474.361,18.180,0.000,693.042,19.793,0.000,981.966,21.139,0.000,1333.632
10571.5,14.217,0.000,325.011,16.298,0.000,474.392,18.175,0.000,693.065,19.791,0.000,981.988,21.134,0.000,1333.665
10572.5,14.212,0.000,325.004,16.292,0.000,474.383,18.169,0.000,693.051,19.787,0.000,981.974,21.129,0.000,1333.642
10573.5,14.200,0.000,324.965,16.286,0.000,474.336,18.165,0.000,692.998,19.779,0.000,981.906,21.123,0.000,1333.572
10574.5,14.197,0.000,324.907,16.284,0.000,474.273,18.160,0.000,692.923,19.771,0.000,981.794,21.119,0.000,1333.469
10575.5,14.191,0.000,324.839,16.279,0.000,474.197,18.156,0.000,692.824,19.771,0.000,981.666,21.115,0.000,1333.351
10576.5,14.179,0.000,324.764,16.274,0.000,474.110,18.152,0.000,692.715,19.769,0.000,981.547,21.111,0.000,1333.206
10577.5,14.180,0.000,324.680,16.271,0.000,474.023,18.150,0.000,692.605,19.765,0.000,981.420,21.110,0.000,1333.058
10578.5,14.176,0.000,324.624,16.275,0.000,473.968,18.154,0.000,692.537,19.766,0.000,981.318,21.113,0.000,1332.947
10579.5,14.184,0.000,324.607,16.282,0.000,473.971,18.162,0.000,692.534,19.777,0.000,981.286,21.120,0.000,1332.908
10580.5,14.194,0.000,324.631,16.291,0.000,474.027,18.171,0.000,692.593,19.791,0.000,981.362,21.129,0.000,1332.954
10581.5,14.195,0.000,324.685,16.298,0.000,474.120,18.178,0.000,692.692,19.795,0.000,981.496,21.136,0.000,1333.061
10582.5,14.202,0.000,324.743,16.303,0.000,474.220,18.183,0.000,692.804,19.796,0.000,981.625,21.140,0.000,1333.184
10583.5,14.204,0.000,324.796,16.300,0.000,474.304,18.180,0.000,692.901,19.793,0.000,981.723,21.138,0.000,1333.288
10584.5,14.195,0.000,324.808,16.295,0.000,474.334,18.175,0.000,692.937,19.792,0.000,981.752,21.133,0.000,1333.321
10585.5,14.189,0.000,324.788,16.289,0.000,474.320,18.169,0.000,692.921,19.788,0.000,981.746,21.127,0.000,1333.294
10586.5,14.178,0.000,324.743,16.286,0.000,474.274,18.164,0.000,692.863,19.779,0.000,981.691,21.122,0.000,1333.223
10587.5,14.175,0.000,324.682,16.281,0.000,474.215,18.158,0.000,692.780,19.772,0.000,981.589,21.117,0.000,1333.124
10588.5,14.166,0.000,324.613,16.276,0.000,474.136,18.155,0.000,692.677,19.772,0.000,981.470,21.113,0.000,1332.998
10589.5,14.165,0.000,324.540,16.271,0.000,474.047,18.150,0.000,692.567,19.773,0.000,981.362,21.110,0.000,1332.851
10590.5,14.160,0.000,324.471,16.270,0.000,473.961,18.149,0.000,692.460,19.769,0.000,981.260,21.108,0.000,1332.700
10591.5,14.169,0.000,324.428,16.274,0.000,473.906,18.153,0.000,692.390,19.770,0.000,981.177,21.111,0.000,1332.589
10592.5,14.174,0.000,324.429,16.283,0.000,473.909,18.161,0.000,692.381,19.776,0.000,981.154,21.119,0.000,1332.560
10593.5,14.189,0.000,324.475,16.290,0.000,473.969,18.170,0.000,692.433,19.788,0.000,981.214,21.128,0.000,1332.612
10594.5,14.194,0.000,324.552,16.299,0.000,474.064,18.177,0.000,692.534,19.794,0.000,981.334,21.134,0.000,1332.722
10595.5,14.204,0.000,324.642,16.304,0.000,474.172,18.181,0.000,692.644,19.796,0.000,981.459,21.138,0.000,1332.848
10596.5,14.203,0.000,324.723,16.301,0.000,474.266,18.179,0.000,692.745,19.792,0.000,981.550,21.136,0.000,1332.958
10597.5,14.202,0.000,324.762,16.296,0.000,474.301,18.174,0.000,692.784,19.790,0.000,981.572,21.131,0.000,1332.996
10598.5,14.193,0.000,324.766,16.291,0.000,474.294,18.168,0.000,692.770,19.786,0.000,981.562,21.126,0.000,1332.978
10599.5,14.191,0.000,324.741,16.286,0.000,474.251,18.164,0.000,692.713,19.778,0.000,981.502,21.121,0.000,1332.914
10600.5,14.183,0.000,324.705,16.281,0.000,474.191,18.159,0.000,692.637,19.770,0.000,981.396,21.116,0.000,1332.816
10601.5,14.179,0.000,324.659,16.275,0.000,474.115,18.155,0.000,692.541,19.770,0.000,981.271,21.112,0.000,1332.689
10602.5,14.178,0.000,324.609,16.271,0.000,474.028,18.151,0.000,692.439,19.768,0.000,981.153,21.108,0.000,1332.544
10603.5,14.173,0.000,324.552,16.270,0.000,473.940,18.150,0.000,692.337,19.764,0.000,981.032,21.106,0.000,1332.396
10604.5,14.175,0.000,324.513,16.274,0.000,473.886,18.154,0.000,692.269,19.766,0.000,980.933,21.110,0.000,1332.286
10605.5,14.184,0.000,324.519,16.280,0.000,473.888,18.161,0.000,692.261,19.776,0.000,980.910,21.117,0.000,1332.258
10606.5,14.191,0.000,324.566,16.291,0.000,473.946,18.170,0.000,692.318,19.789,0.000,980.980,21.126,0.000,1332.307
10607.5,14.195,0.000,324.639,16.297,0.000,474.044,18.177,0.000,692.423,19.793,0.000,981.110,21.132,0.000,1332.412
10608.5,14.202,0.000,324.717,16.302,0.000,474.151,18.181,0.000,692.541,19.794,0.000,981.231,21.137,0.000,1332.533
10609.5,14.202,0.000,324.781,16.299,0.000,474.239,18.179,0.000,692.639,19.790,0.000,981.316,21.135,0.000,1332.639
10610.5,14.193,0.000,324.799,16.295,0.000,474.272,18.174,0.000,692.676,19.789,0.000,981.343,21.130,0.000,1332.679
10611.5,14.191,0.000,324.782,16.290,0.000,474.260,18.168,0.000,692.661,19.784,0.000,981.339,21.124,0.000,1332.659
10612.5,14.183,0.000,324.749,16.285,0.000,474.216,18.163,0.000,692.607,19.777,0.000,981.281,21.119,0.000,1332.595
10613.5,14.179,0.000,324.701,16.279,0.000,474.154,18.158,0.000,692.531,19.770,0.000,981.177,21.115,0.000,1332.495
10614.5,14.176,0.000,324.646,16.275,0.000,474.077,18.154,0.000,692.445,19.770,0.000,981.056,21.111,0.000,1332.372
10615.5,14.174,0.000,324.590,16.271,0.000,473.992,18.150,0.000,692.344,19.769,0.000,980.943,21.107,0.000,1332.232
10616.5,14.167,0.000,324.527,16.269,0.000,473.905,18.148,0.000,692.240,19.766,0.000,980.837,21.106,0.000,1332.087
10617.5,14.169,0.000,324.480,16.273,0.000,473.850,18.152,0.000,692.167,19.767,0.000,980.757,21.109,0.000,1331.984
10618.5,14.181,0.000,324.479,16.280,0.000,473.851,18.159,0.000,692.156,19.774,0.000,980.734,21.116,0.000,1331.954
10619.5,14.190,0.000,324.523,16.289,0.000,473.907,18.169,0.000,692.214,19.786,0.000,980.790,21.125,0.000,1332.003
10620.5,14.195,0.000,324.595,16.296,0.000,474.002,18.174,0.000,692.319,19.792,0.000,980.908,21.131,0.000,1332.104
10621.5,14.201,0.000,324.674,16.300,0.000,474.103,18.179,0.000,692.433,19.793,0.000,981.029,21.136,0.000,1332.224
10622.5,14.199,0.000,324.738,16.299,0.000,474.189,18.177,0.000,692.527,19.789,0.000,981.122,21.134,0.000,1332.329
10623.5,14.196,0.000,324.762,16.295,0.000,474.214,18.172,0.000,692.557,19.787,0.000,981.153,21.128,0.000,1332.367
10624.5,14.195,0.000,324.760,16.288,0.000,474.200,18.166,0.000,692.539,19.783,0.000,981.144,21.123,0.000,1332.345
10625.5,14.194,0.000,324.746,16.284,0.000,474.155,18.161,0.000,692.483,19.775,0.000,981.086,21.118,0.000,1332.276
10626.5,14.189,0.000,324.718,16.280,0.000,474.095,18.155,0.000,692.410,19.768,0.000,980.983,21.114,0.000,1332.174
10627.5,14.189,0.000,324.682,16.274,0.000,474.018,18.152,0.000,692.315,19.767,0.000,980.855,21.109,0.000,1332.045
10628.5,14.178,0.000,324.632,16.271,0.000,473.930,18.147,0.000,692.212,19.768,0.000,980.749,21.105,0.000,1331.904
10629.5,14.182,0.000,324.573,16.271,0.000,473.840,18.146,0.000,692.100,19.765,0.000,980.642,21.104,0.000,1331.758
10630.5,14.183,0.000,324.546,16.274,0.000,473.785,18.150,0.000,692.026,19.766,0.000,980.561,21.108,0.000,1331.654
10631.5,14.195,0.000,324.560,16.282,0.000,473.786,18.157,0.000,692.013,19.772,0.000,980.539,21.115,0.000,1331.616
10632.5,14.205,0.000,324.618,16.293,0.000,473.849,18.167,0.000,692.076,19.784,0.000,980.596,21.124,0.000,1331.658
10633.5,14.213,0.000,324.699,16.297,0.000,473.948,18.173,0.000,692.186,19.791,0.000,980.710,21.130,0.000,1331.762
10634.5,14.222,0.000,324.787,16.302,0.000,474.052,18.177,0.000,692.299,19.792,0.000,980.835,21.134,0.000,1331.884
10635.5,14.221,0.000,324.869,16.298,0.000,474.136,18.176,0.000,692.390,19.786,0.000,980.925,21.132,0.000,1331.999
10636.5,14.217,0.000,324.912,16.293,0.000,474.162,18.171,0.000,692.421,19.786,0.000,980.947,21.127,0.000,1332.040
10637.5,14.206,0.000,324.916,16.288,0.000,474.148,18.165,0.000,692.407,19.785,0.000,980.948,21.122,0.000,1332.027
10638.5,14.201,0.000,324.888,16.284,0.000,474.106,18.160,0.000,692.358,19.778,0.000,980.906,21.117,0.000,1331.952
10639.5,14.194,0.000,324.843,16.280,0.000,474.044,18.155,0.000,692.286,19.770,0.000,980.819,21.112,0.000,1331.848
10640.5,14.190,0.000,324.780,16.275,0.000,473.969,18.151,0.000,692.199,19.765,0.000,980.700,21.108,0.000,1331.726
10641.5,14.188,0.000,324.709,16.270,0.000,473.883,18.147,0.000,692.093,19.764,0.000,980.574,21.104,0.000,1331.588
10642.5,14.187,0.000,324.643,16.269,0.000,473.795,18.146,0.000,691.985,19.763,0.000,980.451,21.103,0.000,1331.440
10643.5,14.191,0.000,324.602,16.273,0.000,473.743,18.149,0.000,691.914,19.764,0.000,980.365,21.107,0.000,1331.330
10644.5,14.200,0.000,324.614,16.279,0.000,473.749,18.157,0.000,691.912,19.769,0.000,980.330,21.114,0.000,1331.292
10645.5,14.210,0.000,324.667,16.288,0.000,473.806,18.166,0.000,691.976,19.782,0.000,980.371,21.123,0.000,1331.337
10646.5,14.219,0.000,324.746,16.296,0.000,473.901,18.173,0.000,692.083,19.789,0.000,980.485,21.129,0.000,1331.443
10647.5,14.227,0.000,324.824,16.299,0.000,473.999,18.177,0.000,692.196,19.791,0.000,980.611,21.133,0.000,1331.570
10648.5,14.223,0.000,324.897,16.298,0.000,474.080,18.176,0.000,692.293,19.787,0.000,980.707,21.131,0.000,1331.678
10649.5,14.225,0.000,324.931,16.293,0.000,474.109,18.171,0.000,692.332,19.785,0.000,980.737,21.127,0.000,1331.718
10650.5,14.219,0.000,324.937,16.287,0.000,474.101,18.165,0.000,692.325,19.784,0.000,980.737,21.121,0.000,1331.691
10651.5,14.217,0.000,324.914,16.281,0.000,474.055,18.159,0.000,692.274,19.778,0.000,980.703,21.116,0.000,1331.619
10652.5,14.210,0.000,324.879,16.276,0.000,473.991,18.155,0.000,692.200,19.770,0.000,980.621,21.111,0.000,1331.521
10653.5,14.207,0.000,324.829,16.273,0.000,473.912,18.151,0.000,692.107,19.765,0.000,980.508,21.107,0.000,1331.398
10654.5,14.202,0.000,324.779,16.269,0.000,473.828,18.147,0.000,691.993,19.764,0.000,980.383,21.103,0.000,1331.253
10655.5,14.200,0.000,324.725,16.268,0.000,473.744,18.145,0.000,691.882,19.763,0.000,980.266,21.101,0.000,1331.104
10656.5,14.208,0.000,324.700,16.271,0.000,473.696,18.150,0.000,691.813,19.764,0.000,980.176,21.106,0.000,1330.994
10657.5,14.213,0.000,324.712,16.278,0.000,473.701,18.157,0.000,691.813,19.768,0.000,980.141,21.113,0.000,1330.957
10658.5,14.226,0.000,324.767,16.288,0.000,473.762,18.167,0.000,691.867,19.781,0.000,980.185,21.122,0.000,1331.006
10659.5,14.238,0.000,324.859,16.294,0.000,473.859,18.173,0.000,691.973,19.791,0.000,980.309,21.127,0.000,1331.113
10660.5,14.249,0.000,324.962,16.299,0.000,473.960,18.177,0.000,692.083,19.794,0.000,980.454,21.132,0.000,1331.238
10661.5,14.246,0.000,325.051,16.297,0.000,474.043,18.175,0.000,692.179,19.789,0.000,980.567,21.130,0.000,1331.342
10662.5,14.243,0.000,325.095,16.292,0.000,474.077,18.170,0.000,692.216,19.784,0.000,980.601,21.125,0.000,1331.374
10663.5,14.237,0.000,325.105,16.286,0.000,474.069,18.164,0.000,692.207,19.781,0.000,980.582,21.120,0.000,1331.350
10664.5,14.236,0.000,325.089,16.283,0.000,474.024,18.158,0.000,692.150,19.776,0.000,980.531,21.115,0.000,1331.282
10665.5,14.229,0.000,325.055,16.278,0.000,473.964,18.154,0.000,692.071,19.768,0.000,980.442,21.110,0.000,1331.185
10666.5,14.224,0.000,325.011,16.276,0.000,473.892,18.149,0.000,691.967,19.761,0.000,980.313,21.106,0.000,1331.060
10667.5,14.217,0.000,324.957,16.270,0.000,473.814,18.145,0.000,691.857,19.761,0.000,980.170,21.102,0.000,1330.922
10668.5,14.216,0.000,324.900,16.268,0.000,473.734,18.144,0.000,691.751,19.761,0.000,980.048,21.101,0.000,1330.768
10669.5,14.220,0.000,324.867,16.270,0.000,473.683,18.147,0.000,691.680,19.762,0.000,979.958,21.105,0.000,1330.660
10670.5,14.228,0.000,324.874,16.279,0.000,473.690,18.155,0.000,691.670,19.766,0.000,979.929,21.112,0.000,1330.629
10671.5,14.239,0.000,324.921,16.288,0.000,473.751,18.164,0.000,691.722,19.779,0.000,979.972,21.121,0.000,1330.682
10672.5,14.244,0.000,325.000,16.294,0.000,473.847,18.171,0.000,691.822,19.789,0.000,980.095,21.127,0.000,1330.791
10673.5,14.245,0.000,325.080,16.298,0.000,473.946,18.175,0.000,691.933,19.793,0.000,980.238,21.131,0.000,1330.914
10674.5,14.242,0.000,325.141,16.298,0.000,474.034,18.173,0.000,692.032,19.788,0.000,980.351,21.129,0.000,1331.017
10675.5,14.232,0.000,325.151,16.293,0.000,474.070,18.169,0.000,692.070,19.782,0.000,980.379,21.124,0.000,1331.048
10676.5,14.223,0.000,325.119,16.287,0.000,474.058,18.162,0.000,692.058,19.780,0.000,980.366,21.119,0.000,1331.024
10677.5,14.218,0.000,325.062,16.283,0.000,474.015,18.157,0.000,692.002,19.775,0.000,980.323,21.114,0.000,1330.959
10678.5,14.214,0.000,325.001,16.279,0.000,473.958,18.153,0.000,691.923,19.767,0.000,980.236,21.110,0.000,1330.856
10679.5,14.210,0.000,324.931,16.275,0.000,473.888,18.149,0.000,691.828,19.760,0.000,980.110,21.105,0.000,1330.735
10680.5,14.203,0.000,324.858,16.270,0.000,473.813,18.145,0.000,691.728,19.760,0.000,979.966,21.101,0.000,1330.593
10681.5,14.204,0.000,324.785,16.269,0.000,473.730,18.143,0.000,691.627,19.760,0.000,979.841,21.100,0.000,1330.444
10682.5,14.208,0.000,324.741,16.273,0.000,473.683,18.147,0.000,691.557,19.761,0.000,979.753,21.103,0.000,1330.338
10683.5,14.217,0.000,324.743,16.281,0.000,473.690,18.155,0.000,691.550,19.766,0.000,979.722,21.111,0.000,1330.312
10684.5,14.228,0.000,324.787,16.290,0.000,473.750,18.164,0.000,691.605,19.778,0.000,979.765,21.119,0.000,1330.360
10685.5,14.234,0.000,324.864,16.296,0.000,473.847,18.171,0.000,691.707,19.787,0.000,979.883,21.125,0.000,1330.464
10686.5,14.237,0.000,324.945,16.303,0.000,473.951,18.175,0.000,691.823,19.789,0.000,980.009,21.130,0.000,1330.579
10687.5,14.235,0.000,325.009,16.299,0.000,474.043,18.173,0.000,691.926,19.784,0.000,980.102,21.128,0.000,1330.684
10688.5,14.229,0.000,325.032,16.295,0.000,474.076,18.168,0.000,691.960,19.783,0.000,980.131,21.123,0.000,1330.721
10689.5,14.228,0.000,325.021,16.287,0.000,474.058,18.163,0.000,691.945,19.782,0.000,980.137,21.118,0.000,1330.705
10690.5,14.222,0.000,324.998,16.282,0.000,474.008,18.157,0.000,691.890,19.775,0.000,980.104,21.112,0.000,1330.637
10691.5,14.220,0.000,324.961,16.277,0.000,473.942,18.153,0.000,691.814,19.767,0.000,980.026,21.108,0.000,1330.541
10692.5,14.216,0.000,324.918,16.273,0.000,473.863,18.148,0.000,691.723,19.761,0.000,979.902,21.104,0.000,1330.415
10693.5,14.217,0.000,324.869,16.271,0.000,473.774,18.144,0.000,691.619,19.761,0.000,979.771,21.100,0.000,1330.273
10694.5,14.213,0.000,324.820,16.267,0.000,473.686,18.142,0.000,691.508,19.761,0.000,979.653,21.098,0.000,1330.124
10695.5,14.214,0.000,324.787,16.272,0.000,473.629,18.147,0.000,691.432,19.761,0.000,979.572,21.102,0.000,1330.023
10696.5,14.228,0.000,324.799,16.278,0.000,473.630,18.154,0.000,691.420,19.766,0.000,979.539,21.109,0.000,1329.990
10697.5,14.236,0.000,324.852,16.287,0.000,473.685,18.163,0.000,691.478,19.780,0.000,979.588,21.118,0.000,1330.034
10698.5,14.236,0.000,324.932,16.294,0.000,473.778,18.170,0.000,691.586,19.787,0.000,979.706,21.124,0.000,1330.131
10699.5,14.242,0.000,325.008,16.300,0.000,473.883,18.174,0.000,691.701,19.789,0.000,979.833,21.128,0.000,1330.253
10700.5,14.236,0.000,325.067,16.298,0.000,473.972,18.172,0.000,691.797,19.784,0.000,979.927,21.127,0.000,1330.357
10701.5,14.234,0.000,325.082,16.293,0.000,474.001,18.168,0.000,691.828,19.783,0.000,979.960,21.122,0.000,1330.394
10702.5,14.220,0.000,325.066,16.288,0.000,473.985,18.162,0.000,691.816,19.782,0.000,979.962,21.116,0.000,1330.373
10703.5,14.216,0.000,325.019,16.284,0.000,473.943,18.157,0.000,691.761,19.775,0.000,979.930,21.111,0.000,1330.302
10704.5,14.210,0.000,324.966,16.277,0.000,473.880,18.152,0.000,691.691,19.767,0.000,979.844,21.107,0.000,1330.199
10705.5,14.200,0.000,324.895,16.272,0.000,473.803,18.148,0.000,691.600,19.761,0.000,979.723,21.103,0.000,1330.070
10706.5,14.189,0.000,324.812,16.267,0.000,473.714,18.143,0.000,691.494,19.760,0.000,979.593,21.099,0.000,1329.930
10707.5,14.184,0.000,324.717,16.266,0.000,473.622,18.142,0.000,691.378,19.759,0.000,979.473,21.097,0.000,1329.790
10708.5,14.190,0.000,324.655,16.271,0.000,473.563,18.146,0.000,691.302,19.760,0.000,979.389,21.101,0.000,1329.682
10709.5,14.192,0.000,324.637,16.277,0.000,473.569,18.153,0.000,691.294,19.765,0.000,979.353,21.108,0.000,1329.650
10710.5,14.201,0.000,324.659,16.287,0.000,473.628,18.162,0.000,691.351,19.778,0.000,979.393,21.117,0.000,1329.689
10711.5,14.209,0.000,324.712,16.295,0.000,473.725,18.168,0.000,691.455,19.787,0.000,979.506,21.123,0.000,1329.792
10712.5,14.212,0.000,324.767,16.300,0.000,473.827,18.173,0.000,691.562,19.788,0.000,979.640,21.127,0.000,1329.912
10713.5,14.215,0.000,324.817,16.297,0.000,473.916,18.171,0.000,691.654,19.784,0.000,979.737,21.126,0.000,1330.021
10714.5,14.210,0.000,324.834,16.292,0.000,473.945,18.166,0.000,691.688,19.781,0.000,979.769,21.121,0.000,1330.059
10715.5,14.204,0.000,324.824,16.286,0.000,473.933,18.159,0.000,691.673,19.779,0.000,979.764,21.115,0.000,1330.039
10716.5,14.203,0.000,324.791,16.280,0.000,473.886,18.155,0.000,691.618,19.773,0.000,979.720,21.110,0.000,1329.960
10717.5,14.198,0.000,324.744,16.275,0.000,473.822,18.150,0.000,691.545,19.765,0.000,979.627,21.106,0.000,1329.859
10718.5,14.190,0.000,324.684,16.272,0.000,473.740,18.146,0.000,691.451,19.759,0.000,979.503,21.102,0.000,1329.736
10719.5,14.189,0.000,324.617,16.268,0.000,473.650,18.142,0.000,691.342,19.757,0.000,979.365,21.098,0.000,1329.602
10720.5,14.185,0.000,324.556,16.267,0.000,473.559,18.141,0.000,691.226,19.756,0.000,979.242,21.096,0.000,1329.457
10721.5,14.190,0.000,324.523,16.271,0.000,473.504,18.144,0.000,691.149,19.758,0.000,979.151,21.100,0.000,1329.345
10722.5,14.195,0.000,324.532,16.279,0.000,473.508,18.152,0.000,691.142,19.763,0.000,979.116,21.107,0.000,1329.310
10723.5,14.205,0.000,324.577,16.288,0.000,473.569,18.161,0.000,691.205,19.775,0.000,979.154,21.116,0.000,1329.358
10724.5,14.209,0.000,324.644,16.294,0.000,473.668,18.167,0.000,691.303,19.782,0.000,979.266,21.122,0.000,1329.464
10725.5,14.219,0.000,324.717,16.297,0.000,473.767,18.171,0.000,691.410,19.784,0.000,979.385,21.127,0.000,1329.592
10726.5,14.214,0.000,324.782,16.297,0.000,473.849,18.170,0.000,691.500,19.779,0.000,979.470,21.125,0.000,1329.702
10727.5,14.207,0.000,324.805,16.290,0.000,473.879,18.165,0.000,691.533,19.778,0.000,979.486,21.119,0.000,1329.739
10728.5,14.199,0.000,324.792,16.285,0.000,473.867,18.159,0.000,691.522,19.777,0.000,979.481,21.114,0.000,1329.715
10729.5,14.195,0.000,324.750,16.282,0.000,473.821,18.155,0.000,691.469,19.770,0.000,979.436,21.110,0.000,1329.639
10730.5,14.187,0.000,324.691,16.276,0.000,473.760,18.149,0.000,691.397,19.763,0.000,979.352,21.105,0.000,1329.542
10731.5,14.182,0.000,324.619,16.271,0.000,473.679,18.145,0.000,691.294,19.756,0.000,979.232,21.100,0.000,1329.415
10732.5,14.172,0.000,324.543,16.267,0.000,473.593,18.141,0.000,691.181,19.756,0.000,979.094,21.096,0.000,1329.275
10733.5,14.169,0.000,324.460,16.263,0.000,473.506,18.140,0.000,691.068,19.757,0.000,978.983,21.095,0.000,1329.124
10734.5,14.172,0.000,324.404,16.270,0.000,473.449,18.144,0.000,691.002,19.758,0.000,978.901,21.099,0.000,1329.011
10735.5,14.178,0.000,324.389,16.277,0.000,473.454,18.151,0.000,690.994,19.763,0.000,978.872,21.106,0.000,1328.975
10736.5,14.193,0.000,324.419,16.286,0.000,473.510,18.160,0.000,691.052,19.775,0.000,978.922,21.114,0.000,1329.021
10737.5,14.202,0.000,324.486,16.292,0.000,473.604,18.167,0.000,691.151,19.784,0.000,979.049,21.121,0.000,1329.126
10738.5,14.208,0.000,324.568,16.297,0.000,473.704,18.171,0.000,691.260,19.786,0.000,979.189,21.125,0.000,1329.250
10739.5,14.208,0.000,324.644,16.294,0.000,473.789,18.169,0.000,691.351,19.782,0.000,979.293,21.123,0.000,1329.357
10740.5,14.206,0.000,324.677,16.290,0.000,473.820,18.164,0.000,691.393,19.779,0.000,979.325,21.118,0.000,1329.390
10741.5,14.200,0.000,324.679,16.284,0.000,473.811,18.158,0.000,691.381,19.776,0.000,979.319,21.113,0.000,1329.361
10742.5,14.193,0.000,324.652,16.279,0.000,473.765,18.153,0.000,691.328,19.770,0.000,979.274,21.108,0.000,1329.286
10743.5,14.191,0.000,324.610,16.275,0.000,473.700,18.149,0.000,691.251,19.762,0.000,979.189,21.103,0.000,1329.190
10744.5,14.185,0.000,324.559,16.270,0.000,473.621,18.145,0.000,691.156,19.756,0.000,979.060,21.099,0.000,1329.068
10745.5,14.181,0.000,324.504,16.265,0.000,473.535,18.140,0.000,691.047,19.755,0.000,978.926,21.096,0.000,1328.924
10746.5,14.179,0.000,324.444,16.265,0.000,473.448,18.139,0.000,690.939,19.754,0.000,978.801,21.094,0.000,1328.778
10747.5,14.185,0.000,324.415,16.269,0.000,473.396,18.143,0.000,690.870,19.755,0.000,978.700,21.098,0.000,1328.672
10748.5,14.192,0.000,324.422,16.277,0.000,473.402,18.150,0.000,690.862,19.760,0.000,978.658,21.105,0.000,1328.648
10749.5,14.204,0.000,324.472,16.286,0.000,473.461,18.159,0.000,690.915,19.773,0.000,978.694,21.114,0.000,1328.702
10750.5,14.211,0.000,324.551,16.292,0.000,473.555,18.165,0.000,691.013,19.780,0.000,978.802,21.120,0.000,1328.809
10751.5,14.218,0.000,324.639,16.297,0.000,473.655,18.171,0.000,691.123,19.782,0.000,978.920,21.124,0.000,1328.927
10752.5,14.211,0.000,324.713,16.297,0.000,473.743,18.168,0.000,691.224,19.777,0.000,978.998,21.122,0.000,1329.031
10753.5,14.208,0.000,324.737,16.290,0.000,473.777,18.163,0.000,691.259,19.776,0.000,979.012,21.118,0.000,1329.061
10754.5,14.203,0.000,324.726,16.285,0.000,473.764,18.157,0.000,691.244,19.775,0.000,979.008,21.112,0.000,1329.039
10755.5,14.198,0.000,324.691,16.281,0.000,473.717,18.152,0.000,691.182,19.768,0.000,978.967,21.107,0.000,1328.970
10756.5,14.195,0.000,324.647,16.275,0.000,473.655,18.147,0.000,691.102,19.761,0.000,978.881,21.102,0.000,1328.870
10757.5,14.184,0.000,324.589,16.271,0.000,473.579,18.143,0.000,691.006,19.756,0.000,978.765,21.099,0.000,1328.745
10758.5,14.174,0.000,324.516,16.267,0.000,473.494,18.139,0.000,690.897,19.755,0.000,978.634,21.095,0.000,1328.602
10759.5,14.172,0.000,324.441,16.267,0.000,473.411,18.138,0.000,690.789,19.754,0.000,978.513,21.093,0.000,1328.455
10760.5,14.173,0.000,324.385,16.270,0.000,473.360,18.141,0.000,690.718,19.755,0.000,978.422,21.097,0.000,1328.350
