nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,1557.1681330899416,2628.0420874374217,2163.681824282398,2202.410497089282,nan,1023.2117512564178,1460.504756152797
nan,nan,2551.7645202944946,2580.854710654252,2486.6672179580373,2537.261585121678,nan,2135.9015839462854,2552.233768489303
nan,nan,2528.9883441983047,2555.161390440719,2460.3786655741965,2518.279406440689,nan,2475.6151560426174,2530.4892248241513
nan,nan,2510.9035475044466,2536.6996252419635,2438.3826823425397,2505.6217508100517,nan,2456.241957348102,2508.7446811589994
nan,nan,2495.9520315745294,2521.70497342701,2421.9675683069468,2493.043792455557,nan,2440.2260531738852,2493.6525918816064
nan,nan,2483.12986775981,2509.643184132664,2405.5524542713542,2481.9523894709105,nan,2426.267104139623,2478.8204618015934
nan,nan,2472.4128650439957,2498.882630802572,2392.7736013902877,2472.875109724909,nan,2414.916025880448,2463.9883317215804
nan,nan,2462.2985595976224,2489.2094744179526,2380.2631815160953,2463.797829978908,nan,2403.914133526013,2452.617583402757
2630.3601008984397,nan,2453.5991693170913,2480.637137071347,2368.136157169035,2454.7205502329066,nan,2394.8408825379047,2441.7745274133345
2623.3422783202373,nan,2445.1730902876593,2472.7147907026315,2358.2460137318635,2447.5993918813497,nan,2386.1059111940485,2430.9314714239117
2616.3244557420344,nan,2437.91458744392,2465.1836231864163,2348.355870294692,2440.709825829773,nan,2377.8897870289234,2420.088415434489
2609.306633163832,nan,2430.6560846001803,2458.570301482616,2338.4657268575206,2433.8202597781956,nan,2370.829615081143,2410.878050223941
2602.288810585629,nan,2424.2458448994757,2451.9569797788154,2329.782094756163,2426.9306937266188,nan,2363.7694431333625,2402.5393595639375
2595.276658889922,nan,2418.1018827164075,2445.7680546970605,2321.7919749118932,2420.4604509513765,nan,2356.936376869361,2394.2006689039335
2588.317146665497,nan,2411.9579205333393,2439.9633207081897,2313.8018550676234,2415.063639756088,nan,2351.1611412670554,2385.86197824393
2581.3576344410726,nan,2406.667261584797,2434.158586719319,2305.8117352233535,2409.666828560799,nan,2345.3859056647498,2377.5232875839265
